url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool,type,postal_code,city,Region,province,price_per_sqm,Price_per_sqm_land
https://immovlan.be/en/detail/residence/for-sale/3090/overijse/rbu60963,rbu60963,587589.0,,,4.0,,,,,,,,,,,,,,3.0,1.0,,,,927.0,,residence,3090,overijse,Flanders,Flemish Brabant,,633.8608414239483
https://immovlan.be/en/detail/parking/for-sale/3500/hasselt/rbu64846,rbu64846,26000.0,,On contract,,,,,,,,,,,,,,,,,,,,,,parking,3500,hasselt,Flanders,Limburg,,
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbc03322,vbc03322,318272.0,New,,3.0,164.0,,1.0,,,,,1.0,,2.0,,,,3.0,1.0,242.0,1.0,,,,residence,4300,waremme,Wallonia,Liege,1940.6829268292684,
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc52840,vbc52840,369000.0,New,,3.0,125.0,,,,,Super equipped,,1.0,,1.0,Hot air,Double glass,1.0,4.0,0.0,,1.0,,,,apartment,4000,liege,Wallonia,Liege,2952.0,
https://immovlan.be/en/detail/residence/for-sale/7700/mouscron/vbd46886,vbd46886,189000.0,,,3.0,,0.0,1.0,,,,,,,,,,0.0,,1.0,,1.0,,,,residence,7700,mouscron,Wallonia,Hainaut,,
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd48204,vbd48204,220000.0,,,1.0,48.0,0.0,,,,,,1.0,,1.0,,,0.0,2.0,0.0,,0.0,,,,apartment,1040,etterbeek,Brussels,Brussels,4583.333333333333,
https://immovlan.be/en/detail/apartment/for-sale/9300/aalst/rbu33049,rbu33049,,New,,,53.0,,,1.0,,,,1.0,,,,,,2.0,1.0,8.0,1.0,8.0,,,apartment,9300,aalst,Flanders,East Flanders,,
https://immovlan.be/en/detail/apartment/for-sale/2360/oud-turnhout/rbu60983,rbu60983,174000.0,,Immediately,2.0,93.0,0.0,,,,,,1.0,,2.0,Gas,,0.0,2.0,1.0,,1.0,,,,apartment,2360,oud-turnhout,Flanders,Antwerp,1870.967741935484,
https://immovlan.be/en/detail/development-site/for-sale/3080/tervuren/rbt71724,rbt71724,295000.0,,,,,,,,,,,,,,,,,,,,,,448.0,,development-site,3080,tervuren,Flanders,Flemish Brabant,,658.4821428571429
https://immovlan.be/en/detail/residence/for-sale/3000/leuven/rbu65249,rbu65249,625000.0,New,On contract,3.0,150.0,0.0,,,,,,1.0,,2.0,Electricity,,0.0,,1.0,,1.0,27.0,267.0,,residence,3000,leuven,Flanders,Flemish Brabant,4166.666666666667,2340.8239700374534
https://immovlan.be/en/detail/residence/for-sale/1740/ternat/rbu50664,rbu50664,429000.0,Excellent,On contract,3.0,209.0,0.0,,,,Fully equipped,Western kitchen,2.0,,3.0,Gas,Double glass,,3.0,1.0,,1.0,15.0,624.0,,residence,1740,ternat,Flanders,Flemish Brabant,2052.6315789473683,687.5
https://immovlan.be/en/detail/commercial-building/for-sale/2200/herentals/rbu33354,rbu33354,499000.0,Normal,On contract,,,,,,,,,,,1.0,Gas,,0.0,,,,,,,,commercial-building,2200,herentals,Flanders,Antwerp,,
https://immovlan.be/en/detail/residence/for-sale/3890/gingelom/rbu47147,rbu47147,484000.0,New,,3.0,188.0,,,,,,,,,,,,,3.0,1.0,,1.0,,869.0,,residence,3890,gingelom,Flanders,Limburg,2574.468085106383,556.9620253164557
https://immovlan.be/en/detail/apartment/for-sale/4900/spa/vwd14818,vwd14818,367800.0,,,2.0,116.0,,,1.0,,,,,,,Gas,Double glass,,,,63.0,1.0,24.0,,,apartment,4900,spa,Wallonia,Namur,3170.689655172414,
https://immovlan.be/en/detail/mixed-building/for-sale/1160/oudergem/vbd48096,vbd48096,400000.0,Normal,On contract,3.0,192.0,0.0,1.0,,,Fully equipped,Western kitchen,1.0,,,Not specified,,,2.0,0.0,,0.0,,95.0,0.0,mixed-building,1160,oudergem,Brussels,Brussels,2083.3333333333335,4210.526315789473
https://immovlan.be/en/detail/apartment/for-sale/4620/fleron/vbd45510,vbd45510,256000.0,New,On contract,1.0,80.0,,,1.0,,,,1.0,,1.0,,,,,0.0,,1.0,16.0,,,apartment,4620,fleron,Wallonia,Namur,3200.0,
https://immovlan.be/en/detail/apartment/for-sale/4100/seraing/vbc52293,vbc52293,214000.0,New,On contract,2.0,89.0,0.0,,1.0,,,Independent,1.0,1.0,1.0,Gas,Double glass,1.0,,0.0,,1.0,65.0,,0.0,apartment,4100,seraing,Wallonia,Liege,2404.494382022472,
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd27344,vbd27344,265000.0,Fully renovated,On contract,1.0,60.0,1.0,,,,,,1.0,,,,,,2.0,,,,,,,apartment,1000,brussels,Brussels,Brussels,4416.666666666667,
https://immovlan.be/en/detail/residence/for-sale/1210/sint-joost-ten-node/vwd15491,vwd15491,447000.0,Normal,,5.0,170.0,,,,,,,3.0,,,Gas,Double glass,,2.0,1.0,,1.0,20.0,,,residence,1210,sint-joost-ten-node,Brussels,Brussels,2629.4117647058824,
https://immovlan.be/en/detail/residence/for-sale/6200/chatelineau/vbd50113,vbd50113,95000.0,To be renovated,Immediately,2.0,100.0,0.0,1.0,1.0,1.0,,,,1.0,2.0,Not specified,,0.0,3.0,1.0,,0.0,,429.0,,residence,6200,chatelineau,Wallonia,Hainaut,950.0,221.44522144522145
https://immovlan.be/en/detail/penthouse/for-sale/1410/waterloo/vam30174,vam30174,445000.0,New,On contract,2.0,107.0,0.0,,1.0,1.0,Super equipped,,1.0,,2.0,,Double glass,1.0,4.0,,,1.0,84.0,,,penthouse,1410,waterloo,Wallonia,Walloon Brabant,4158.878504672897,
https://immovlan.be/en/detail/villa/for-sale/5300/vezin/vbd24922,vbd24922,319000.0,Normal,On contract,2.0,100.0,0.0,1.0,1.0,2.0,Partially equipped,Kitchenette,1.0,,2.0,Fuel oil,Double glass,0.0,4.0,1.0,913.0,1.0,25.0,1076.0,0.0,villa,5300,vezin,Wallonia,Namur,3190.0,296.46840148698885
https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbd40735,vbd40735,450000.0,,On contract,3.0,165.0,,1.0,1.0,1.0,,Independent,1.0,,2.0,Fuel oil,,,4.0,1.0,,1.0,30.0,770.0,,villa,1410,waterloo,Wallonia,Walloon Brabant,2727.2727272727275,584.4155844155844
https://immovlan.be/en/detail/commercial-building/for-sale/9040/sint-amandsberg/rbu60030,rbu60030,440000.0,Excellent,On contract,,,,,1.0,2.0,,,,,,Gas,Double glass,0.0,,,,1.0,,193.0,,commercial-building,9040,sint-amandsberg,Flanders,East Flanders,,2279.79274611399
https://immovlan.be/en/detail/ground-floor/for-sale/8580/avelgem/rbs62851,rbs62851,215000.0,New,,1.0,66.0,,,,,Fully equipped,,,,1.0,Electricity,,1.0,,0.0,,1.0,23.0,,,ground-floor,8580,avelgem,Flanders,West Flanders,3257.5757575757575,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbc91678,vbc91678,550000.0,New,,3.0,131.0,0.0,,,,,,2.0,1.0,2.0,,Double glass,,4.0,,,1.0,13.0,,0.0,apartment,5000,namur,Wallonia,Namur,4198.473282442748,
https://immovlan.be/en/detail/apartment/for-sale/3582/koersel/rbu57325,rbu57325,375000.0,New,Immediately,2.0,108.0,0.0,,,,,,1.0,,1.0,,,1.0,3.0,0.0,,1.0,12.0,,,apartment,3582,koersel,Flanders,Limburg,3472.222222222222,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28718,vbd28718,263000.0,New,,1.0,60.0,0.0,,,,,,1.0,,1.0,Gas,Double glass,1.0,,0.0,,1.0,6.0,,,apartment,1348,louvain-la-neuve,Wallonia,Walloon Brabant,4383.333333333333,
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd48482,vbd48482,785000.0,Fully renovated,On contract,3.0,128.0,0.0,1.0,1.0,1.0,Super equipped,,2.0,2.0,2.0,Gas,Double glass,0.0,2.0,1.0,,1.0,32.0,115.0,0.0,residence,1180,ukkel,Brussels,Brussels,6132.8125,6826.086956521739
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbd23527,vbd23527,,To renovate,,7.0,210.0,,1.0,1.0,1.0,,,2.0,,,Fuel oil,Simple glass,0.0,,1.0,,1.0,,3373.0,,residence,6850,paliseul,Wallonia,Luxembourg,,
https://immovlan.be/en/detail/apartment/for-sale/8800/roeselare/rbu65688,rbu65688,561843.0,New,,3.0,133.0,,,,,,,2.0,,,,,,2.0,1.0,,1.0,11.0,,,apartment,8800,roeselare,Flanders,West Flanders,4224.383458646616,
https://immovlan.be/en/detail/apartment/for-sale/9041/oostakker/rbu63013,rbu63013,364000.0,New,,2.0,84.0,0.0,,1.0,1.0,Super equipped,,1.0,,1.0,Hot air,Double glass,1.0,2.0,1.0,,1.0,9.0,,0.0,apartment,9041,oostakker,Flanders,East Flanders,4333.333333333333,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd47549,vbd47549,425000.0,New,,2.0,100.0,0.0,,1.0,1.0,Super equipped,,1.0,1.0,2.0,,Double glass,1.0,2.0,1.0,,1.0,13.0,,0.0,apartment,1140,evere,Brussels,Brussels,4250.0,
https://immovlan.be/en/detail/residence/for-sale/6141/forchies-la-marche/vbd49828,vbd49828,69000.0,To be renovated,On contract,2.0,110.0,,1.0,,,,Independent,1.0,1.0,1.0,Not specified,Double glass,0.0,3.0,1.0,482.0,1.0,,604.0,0.0,residence,6141,forchies-la-marche,Wallonia,Hainaut,627.2727272727273,114.23841059602648
https://immovlan.be/en/detail/land/for-sale/1357/opheylissem/vbd35307,vbd35307,255000.0,,Immediately,,,,,,,,,,,,,,,,,,,,1504.0,,land,1357,opheylissem,Wallonia,Walloon Brabant,,169.54787234042553
https://immovlan.be/en/detail/residence/for-sale/7090/braine-le-comte/vbd48642,vbd48642,135000.0,To renovate,On contract,3.0,80.0,0.0,1.0,,,Fully equipped,Western kitchen,1.0,1.0,2.0,Gas,Double glass,0.0,2.0,0.0,,0.0,,,,residence,7090,braine-le-comte,Wallonia,Hainaut,1687.5,
https://immovlan.be/en/detail/apartment/for-sale/6698/grand-halleux/vbd30367,vbd30367,97000.0,,,2.0,55.0,,,,,,,1.0,,,Fuel oil,,,,1.0,21500.0,0.0,,,,apartment,6698,grand-halleux,Wallonia,Luxembourg,1763.6363636363637,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28674,vbd28674,411000.0,New,,2.0,96.0,0.0,,,,,,2.0,,2.0,Gas,Double glass,1.0,,0.0,,1.0,13.0,,,apartment,1348,louvain-la-neuve,Wallonia,Walloon Brabant,4281.25,
https://immovlan.be/en/detail/studio/for-sale/1180/ukkel/vbd43642,vbd43642,295000.0,New,,0.0,53.0,,,,,,,,,,,,,4.0,0.0,,1.0,12.0,,,studio,1180,ukkel,Brussels,Brussels,5566.037735849057,
https://immovlan.be/en/detail/residence/for-sale/8470/gistel/rbu51321,rbu51321,239000.0,Normal,,3.0,,0.0,,1.0,1.0,,,1.0,,1.0,Gas,,0.0,3.0,1.0,,1.0,,,,residence,8470,gistel,Flanders,West Flanders,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40055,vbd40055,237046.0,New,Immediately,1.0,66.0,0.0,,1.0,,,,1.0,,1.0,,,1.0,,0.0,,1.0,7.0,,,apartment,5000,namur,Wallonia,Namur,3591.6060606060605,
https://immovlan.be/en/detail/residence/for-sale/5310/eghezee/vbd43398,vbd43398,415000.0,New,From 30/11/2026,4.0,175.0,0.0,1.0,1.0,1.0,,,1.0,1.0,,Not specified,,0.0,2.0,1.0,,1.0,,321.0,,residence,5310,eghezee,Wallonia,Namur,2371.4285714285716,1292.834890965732
https://immovlan.be/en/detail/apartment/for-sale/9080/zaffelare/rbu60060,rbu60060,327000.0,New,,2.0,84.0,0.0,,1.0,1.0,Super equipped,,1.0,,1.0,Hot air,Double glass,1.0,2.0,1.0,110.0,1.0,10.0,,0.0,apartment,9080,zaffelare,Flanders,East Flanders,3892.8571428571427,
https://immovlan.be/en/detail/residence/for-sale/5190/ham-sur-sambre/vbd38553,vbd38553,260000.0,Excellent,On contract,4.0,155.0,0.0,1.0,,,Fully equipped,Western kitchen,1.0,1.0,1.0,Fuel oil,Double glass,0.0,2.0,1.0,,1.0,28.0,304.0,0.0,residence,5190,ham-sur-sambre,Wallonia,Namur,1677.4193548387098,855.2631578947369
https://immovlan.be/en/detail/commercial-building/for-sale/3540/herk-de-stad/rbu58861,rbu58861,385000.0,,,,,,,,,,,,,,Gas,,0.0,,,,,,,,commercial-building,3540,herk-de-stad,Flanders,Limburg,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42024,vbd42024,,,,1.0,66.0,,,,,,,,,,,,,,,,1.0,,,,apartment,5000,namur,Wallonia,Namur,,
https://immovlan.be/en/detail/land/for-sale/1620/drogenbos/vbd49605,vbd49605,290000.0,,On contract,,,,,,,,,,,,,,,,,,,,356.0,,land,1620,drogenbos,Flanders,Flemish Brabant,,814.6067415730337
https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu51730,rbu51730,396722.0,New,,2.0,117.0,,,,,,,2.0,,1.0,,Double glass,1.0,2.0,0.0,,1.0,10.0,,,apartment,3800,sint-truiden,Flanders,Limburg,3390.7863247863247,
https://immovlan.be/en/detail/residence/for-sale/3990/wijchmaal/rbu35840,rbu35840,385000.0,New,Immediately,3.0,160.0,0.0,,,,,,1.0,,2.0,,,0.0,3.0,1.0,361.0,1.0,16.0,539.0,,residence,3990,wijchmaal,Flanders,Limburg,2406.25,714.2857142857143
https://immovlan.be/en/detail/residence/for-sale/1457/walhain/vbd33588,vbd33588,745000.0,Normal,,,225.0,0.0,,1.0,1.0,,,,,,Electricity,,0.0,4.0,1.0,,1.0,,5688.0,1.0,residence,1457,walhain,Wallonia,Walloon Brabant,3311.1111111111113,130.9774964838256
https://immovlan.be/en/detail/apartment/for-sale/3650/dilsen-stokkem/rbt95833,rbt95833,317194.0,,,2.0,99.0,,,,,,,1.0,,,,,,,,,1.0,13.0,,,apartment,3650,dilsen-stokkem,Flanders,Limburg,3203.979797979798,
https://immovlan.be/en/detail/residence/for-sale/3680/neeroeteren/rbu64241,rbu64241,295000.0,To be renovated,Negotiable,3.0,,0.0,,1.0,1.0,,,1.0,,2.0,Gas,,0.0,4.0,1.0,,0.0,,755.0,,residence,3680,neeroeteren,Flanders,Limburg,,390.72847682119203
https://immovlan.be/en/detail/apartment/for-sale/6740/etalle/vbd02360,vbd02360,348161.0,New,Immediately,3.0,104.0,0.0,,1.0,,,,1.0,,,Hot air,,0.0,2.0,1.0,,1.0,9.0,,0.0,apartment,6740,etalle,Wallonia,Luxembourg,3347.701923076923,
https://immovlan.be/en/detail/chalet/for-sale/5540/hastiere/vbd41320,vbd41320,95000.0,Fully renovated,On contract,1.0,35.0,0.0,,,,Fully equipped,Western kitchen,1.0,1.0,1.0,,Double glass,0.0,4.0,1.0,200.0,1.0,,240.0,0.0,chalet,5540,hastiere,Wallonia,Namur,2714.285714285714,395.8333333333333
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28609,vbd28609,344000.0,New,,2.0,87.0,0.0,,,,,,2.0,,1.0,Gas,Double glass,1.0,,0.0,,1.0,3.0,,1.0,apartment,1348,louvain-la-neuve,Wallonia,Walloon Brabant,3954.022988505747,
https://immovlan.be/en/detail/residence/for-sale/1930/nossegem/rbu66470,rbu66470,825000.0,Excellent,Immediately,7.0,280.0,0.0,1.0,1.0,,,,1.0,,,,Double glass,0.0,,1.0,,1.0,,,,residence,1930,nossegem,Flanders,Flemish Brabant,2946.4285714285716,
https://immovlan.be/en/detail/bungalow/for-sale/3080/tervuren/rbu52473,rbu52473,,Fully renovated,,3.0,107.0,0.0,1.0,1.0,1.0,,,1.0,,,Gas,Double glass,0.0,,1.0,440.0,1.0,,564.0,,bungalow,3080,tervuren,Flanders,Flemish Brabant,,
https://immovlan.be/en/detail/ground-floor/for-sale/1420/braine-l-alleud/vaz76115,vaz76115,425000.0,New,,2.0,,0.0,,1.0,,,,1.0,,,,,,,0.0,,1.0,,,,ground-floor,1420,braine-l-alleud,Wallonia,Walloon Brabant,,
https://immovlan.be/en/detail/residence/for-sale/4624/romsee/vbc49099,vbc49099,345000.0,New,From 30/11/2025,3.0,174.0,0.0,,,,Not equipped,,1.0,,,Not specified,,0.0,3.0,1.0,,0.0,,412.0,,residence,4624,romsee,Wallonia,Namur,1982.7586206896551,837.3786407766991
https://immovlan.be/en/detail/apartment/for-sale/1480/tubize/vbd36971,vbd36971,198000.0,New,,1.0,56.0,,,,,,,,,,,,1.0,2.0,0.0,,1.0,20.0,,,apartment,1480,tubize,Wallonia,Walloon Brabant,3535.714285714286,
https://immovlan.be/en/detail/apartment/for-sale/3700/tongeren/rbu58324,rbu58324,225000.0,Excellent,,2.0,87.0,,,,,,,1.0,,1.0,Gas,Double glass,1.0,2.0,0.0,,1.0,12.0,,,apartment,3700,tongeren,Flanders,Limburg,2586.206896551724,
https://immovlan.be/en/detail/investment-property/for-sale/6030/goutroux/vbd48270,vbd48270,249000.0,Normal,,4.0,,,,,,Partially equipped,Kitchenette,3.0,,,Gas,Double glass,0.0,2.0,1.0,,1.0,,290.0,,investment-property,6030,goutroux,Wallonia,Hainaut,,858.6206896551724
https://immovlan.be/en/detail/office-space/for-sale/9180/moerbeke-waas/rbu66223,rbu66223,1363890.0,New,,,,,,,,,,,,,,,1.0,,,,,,496.0,,office-space,9180,moerbeke-waas,Flanders,East Flanders,,2749.7782258064517
https://immovlan.be/en/detail/residence/for-sale/3120/tremelo/rbu59033,rbu59033,540000.0,Excellent,,3.0,150.0,,1.0,1.0,1.0,,,1.0,,,,Double glass,,4.0,1.0,,1.0,,1958.0,,residence,3120,tremelo,Flanders,Flemish Brabant,3600.0,275.79162410623087
https://immovlan.be/en/detail/ground-floor/for-sale/1160/oudergem/vbd49784,vbd49784,275000.0,Normal,On contract,1.0,60.0,0.0,,,,,,1.0,1.0,1.0,Gas,Double glass,0.0,2.0,1.0,60.0,1.0,22.0,,0.0,ground-floor,1160,oudergem,Brussels,Brussels,4583.333333333333,
https://immovlan.be/en/detail/residence/for-sale/1430/rebecq/vbd31174,vbd31174,250000.0,Normal,,3.0,120.0,0.0,,1.0,,,,1.0,,2.0,Gas,,0.0,2.0,1.0,50.0,1.0,15.0,150.0,,residence,1430,rebecq,Wallonia,Walloon Brabant,2083.3333333333335,1666.6666666666667
https://immovlan.be/en/detail/residence/for-sale/2430/eindhout/rbu59327,rbu59327,419000.0,New,,,150.0,,1.0,1.0,,,,,,,,,,,1.0,,0.0,,335.0,,residence,2430,eindhout,Flanders,Antwerp,2793.3333333333335,1250.7462686567164
https://immovlan.be/en/detail/industrial-building/for-sale/8000/brugge/rbu61755,rbu61755,450000.0,Excellent,,,,,,,,,,,,,,,,,,,,,316.0,,industrial-building,8000,brugge,Flanders,West Flanders,,1424.0506329113923
https://immovlan.be/en/detail/land/for-sale/4140/dolembreux/vba56880,vba56880,190000.0,,,,,,,,,,,,,,,,,,,,,,1510.0,,land,4140,dolembreux,Wallonia,Liege,,125.82781456953643
https://immovlan.be/en/detail/apartment/for-sale/1490/court-saint-etienne/vbd35023,vbd35023,379000.0,New,,2.0,96.0,0.0,,1.0,,Super equipped,,1.0,,1.0,,,1.0,,1.0,,1.0,12.0,,0.0,apartment,1490,court-saint-etienne,Wallonia,Walloon Brabant,3947.9166666666665,
https://immovlan.be/en/detail/residence/for-sale/1840/londerzeel/rwc41064,rwc41064,372050.0,Excellent,Negotiable,3.0,1.0,,1.0,,,Super equipped,Western kitchen,,,,Solar energy,Double glass,,3.0,1.0,,,,312.0,,residence,1840,londerzeel,Flanders,Flemish Brabant,372050.0,1192.4679487179487
https://immovlan.be/en/detail/apartment/for-sale/4840/welkenraedt/vba32894,vba32894,292000.0,Excellent,Immediately,2.0,93.0,0.0,,,,,,1.0,,1.0,Not specified,,1.0,,0.0,,1.0,14.0,,,apartment,4840,welkenraedt,Wallonia,Namur,3139.7849462365593,
https://immovlan.be/en/detail/residence/for-sale/5370/havelange/vbd35693,vbd35693,275000.0,New,Immediately,3.0,120.0,0.0,,,,,,1.0,,1.0,,Double glass,0.0,,1.0,352.0,0.0,,,,residence,5370,havelange,Wallonia,Namur,2291.6666666666665,
https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbu66754,rbu66754,251900.0,New,Immediately,2.0,72.0,0.0,,,,,,1.0,,1.0,,,1.0,2.0,0.0,,1.0,17.0,,,apartment,2300,turnhout,Flanders,Antwerp,3498.6111111111113,
https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43220,vbd43220,275000.0,New,,2.0,89.0,,,,,,,,,,Not specified,,,,1.0,40.0,1.0,9.0,,,apartment,5060,sambreville,Wallonia,Namur,3089.887640449438,
https://immovlan.be/en/detail/residence/for-sale/1470/genappe/vbd29409,vbd29409,195000.0,Normal,On contract,2.0,93.0,,1.0,,,Partially equipped,Kitchenette,1.0,,1.0,Gas,,0.0,2.0,,,1.0,5.0,50.0,0.0,residence,1470,genappe,Wallonia,Walloon Brabant,2096.7741935483873,3900.0
https://immovlan.be/en/detail/investment-property/for-sale/3600/genk/rbu51031,rbu51031,990000.0,Normal,On contract,5.0,,,,1.0,3.0,,,2.0,,4.0,Gas,,0.0,3.0,,,,,1500.0,,investment-property,3600,genk,Flanders,Limburg,,660.0
https://immovlan.be/en/detail/residence/for-sale/4910/theux/vbd45452,vbd45452,615000.0,,,4.0,323.0,,,1.0,1.0,Super equipped,,2.0,,,Hot air,Double glass,,3.0,1.0,,,,259.0,,residence,4910,theux,Wallonia,Namur,1904.0247678018575,2374.5173745173747
https://immovlan.be/en/detail/duplex/for-sale/1140/evere/vbd47521,vbd47521,550000.0,New,,3.0,128.0,0.0,,1.0,1.0,Super equipped,,2.0,1.0,2.0,,Double glass,1.0,2.0,1.0,69.0,1.0,44.0,,0.0,duplex,1140,evere,Brussels,Brussels,4296.875,
https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc69800,vbc69800,289900.0,,,2.0,104.0,0.0,,1.0,,,,1.0,,,,,,2.0,1.0,15.0,1.0,19.0,,,apartment,6460,chimay,Wallonia,Hainaut,2787.5,
https://immovlan.be/en/detail/investment-property/for-sale/1460/ittre/vbd41846,vbd41846,990000.0,Normal,On contract,2.0,,,,,,Fully equipped,Western kitchen,2.0,4.0,6.0,Fuel oil,Double glass,0.0,4.0,1.0,,1.0,220.0,1570.0,,investment-property,1460,ittre,Wallonia,Walloon Brabant,,630.5732484076433
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbb43199,vbb43199,385000.0,New,,2.0,121.0,0.0,,,,,,,1.0,1.0,Electricity,,1.0,,0.0,,1.0,26.0,,,apartment,6700,arlon,Wallonia,Luxembourg,3181.818181818182,
https://immovlan.be/en/detail/residence/for-sale/1150/sint-pieters-woluwe/vbd45282,vbd45282,845000.0,Normal,On contract,6.0,260.0,0.0,1.0,,,Super equipped,,3.0,1.0,4.0,Gas,Double glass,0.0,2.0,1.0,40.0,1.0,10.0,127.0,0.0,residence,1150,sint-pieters-woluwe,Brussels,Brussels,3250.0,6653.543307086614
https://immovlan.be/en/detail/residence/for-sale/6724/houdemont/vbd48239,vbd48239,340000.0,New,,3.0,120.0,0.0,,,,,,2.0,,2.0,Gas,,0.0,2.0,1.0,,0.0,,154.0,,residence,6724,houdemont,Wallonia,Luxembourg,2833.3333333333335,2207.7922077922076
https://immovlan.be/en/detail/apartment/for-sale/1785/merchtem/rbu56384,rbu56384,229000.0,Normal,On contract,1.0,57.0,0.0,,,,,,1.0,,1.0,Gas,,1.0,2.0,0.0,,1.0,,,,apartment,1785,merchtem,Flanders,Flemish Brabant,4017.5438596491226,
https://immovlan.be/en/detail/investment-property/for-sale/4621/retinne/vbd48898,vbd48898,350000.0,,,11.0,,,,1.0,2.0,,,1.0,4.0,,Not specified,,,3.0,,,,,486.0,,investment-property,4621,retinne,Wallonia,Namur,,720.164609053498
https://immovlan.be/en/detail/land/for-sale/4570/marchin/vbd12395,vbd12395,99000.0,,,,,,,,,,,,,,,,,,,,,,1365.0,,land,4570,marchin,Wallonia,Namur,,72.52747252747253
https://immovlan.be/en/detail/apartment/for-sale/7940/brugelette/vba94301,vba94301,246000.0,New,,2.0,94.0,0.0,,,,Fully equipped,Western kitchen,1.0,,1.0,Gas,,,,,,1.0,12.0,,,apartment,7940,brugelette,Wallonia,Hainaut,2617.021276595745,
https://immovlan.be/en/detail/commercial-building/for-sale/8530/harelbeke/rbu60275,rbu60275,1980000.0,Excellent,,6.0,,,,1.0,2.0,,,2.0,,4.0,,,,,1.0,,1.0,,4236.0,,commercial-building,8530,harelbeke,Flanders,West Flanders,,467.4220963172805
https://immovlan.be/en/detail/residence/for-sale/3440/zoutleeuw/rbu24740,rbu24740,220000.0,To be renovated,,,166.0,,1.0,,,,,,,,Fuel oil,Simple glass,,4.0,1.0,,0.0,,3760.0,,residence,3440,zoutleeuw,Flanders,Flemish Brabant,1325.301204819277,58.51063829787234
https://immovlan.be/en/detail/apartment/for-sale/4870/trooz/vbd49221,vbd49221,215000.0,,,2.0,80.0,,,1.0,,,,1.0,,,Hot air,,,2.0,0.0,,0.0,,,,apartment,4870,trooz,Wallonia,Namur,2687.5,
https://immovlan.be/en/detail/residence/for-sale/4340/awans/vbd47386,vbd47386,140000.0,Fully renovated,,1.0,50.0,0.0,0.0,,,,,1.0,,,Electricity,Double glass,0.0,,1.0,35.0,1.0,50.0,171.0,,residence,4340,awans,Wallonia,Liege,2800.0,818.7134502923976
https://immovlan.be/en/detail/investment-property/for-sale/6180/courcelles/vbd38326,vbd38326,229000.0,To renovate,,3.0,,,,1.0,1.0,Super equipped,,2.0,2.0,2.0,Gas,Double glass,0.0,4.0,1.0,220.0,,,370.0,,investment-property,6180,courcelles,Wallonia,Hainaut,,618.918918918919
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd49493,vbd49493,196500.0,,,1.0,64.0,0.0,,,,,,1.0,,,,,,2.0,0.0,,1.0,14.0,,,apartment,6230,pont-a-celles,Wallonia,Hainaut,3070.3125,
https://immovlan.be/en/detail/bungalow/for-sale/5540/hastiere-lavaux/vbd46804,vbd46804,39000.0,,,2.0,50.0,,,1.0,,,,,,2.0,,,,,1.0,220.0,0.0,,,,bungalow,5540,hastiere-lavaux,Wallonia,Namur,780.0,
https://immovlan.be/en/detail/commercial-building/for-sale/6600/bastogne/vbd36093,vbd36093,250000.0,,,,,,,,,,,,,,,,0.0,,,,,,,,commercial-building,6600,bastogne,Wallonia,Luxembourg,,
https://immovlan.be/en/detail/apartment/for-sale/9940/evergem/rbu66317,rbu66317,355000.0,New,,2.0,113.0,,,1.0,1.0,,,,,,,Double glass,,2.0,0.0,,1.0,,,,apartment,9940,evergem,Flanders,East Flanders,3141.592920353982,
https://immovlan.be/en/detail/ground-floor/for-sale/4620/fleron/vbd45494,vbd45494,256000.0,New,On contract,2.0,83.0,,,1.0,,,,1.0,,1.0,,,,,0.0,,1.0,18.0,,,ground-floor,4620,fleron,Wallonia,Namur,3084.3373493975905,
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbo27631,rbo27631,280000.0,New,,2.0,89.0,,,,,,,1.0,,1.0,,Double glass,0.0,,,,1.0,13.0,,,apartment,3970,leopoldsburg,Flanders,Limburg,3146.067415730337,
