Property ID,Price,State of the property,Number of bedrooms,Livable surface,Garage,Number of garages,Type of heating,Type of glazing,Elevator,Garden,Terrace,Surface terrace,Total land surface,Swimming pool,type,postal_code,city,Region,province,main_type,price_per_sqm,Price_per_sqm_land
vbd44175,329000.0,,4.0,205.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,12.0,913.0,,residence,6880,bertrix,Wallonia,Luxembourg,house,1604.878048780488,360.3504928806134
rbu62633,690000.0,Normal,,1000.0,1.0,4.0,Fuel oil,Double glass,0.0,,1.0,,1000.0,0.0,mixed-building,8570,anzegem,Flanders,West Flanders,house,690.0,690.0
vbd42031,,,2.0,87.0,,,,,,,1.0,,,,apartment,5000,namur,Wallonia,Namur,apartment,,
vbc61786,305000.0,New,2.0,84.0,,,Gas,Double glass,1.0,0.0,1.0,14.0,,0.0,apartment,5100,jambes,Wallonia,Namur,apartment,3630.9523809523807,
rbu62536,575000.0,Excellent,1.0,502.0,1.0,15.0,Hot air,Double glass,0.0,,0.0,,1352.0,0.0,residence,8930,menen,Flanders,West Flanders,house,1145.418326693227,425.29585798816566
vbc71251,,New,1.0,47.0,,,Hot air,Double glass,1.0,0.0,1.0,8.0,,0.0,apartment,5000,namur,Wallonia,Namur,apartment,,
rbu34396,165000.0,Normal,1.0,52.0,,,Gas,Double glass,,0.0,1.0,1.0,,,apartment,1060,sint-gillis,Brussels,Brussels,apartment,3173.076923076923,
rbu13326,386800.0,,3.0,158.0,,,,,,1.0,0.0,,,,residence,8620,nieuwpoort,Flanders,West Flanders,house,2448.1012658227846,
vbd36362,210000.0,Normal,2.0,65.0,,,Fuel oil,Double glass,1.0,,1.0,7.0,,0.0,apartment,4000,liege,Wallonia,Liege,apartment,3230.769230769231,
vbd28560,398000.0,New,2.0,98.0,,,Gas,Double glass,1.0,0.0,1.0,41.0,,,apartment,1348,louvain-la-neuve,Wallonia,Brabant Walloon,apartment,4061.2244897959185,
vbd37084,605000.0,New,2.0,94.0,1.0,,,Double glass,1.0,1.0,1.0,24.0,,0.0,apartment,1160,oudergem,Brussels,Brussels,apartment,6436.170212765957,
rbu64422,219000.0,,,,,,Gas,Double glass,,,,,,,office-space,9400,ninove,Flanders,East Flanders,business,,
rbu58240,349000.0,To be renovated,3.0,169.0,,,Electricity,Double glass,,1.0,1.0,10.0,812.0,0.0,chalet,1790,affligem,Flanders,Brabant Flemish,house,2065.0887573964496,429.8029556650246
vbd40318,425000.0,Normal,3.0,189.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,70.0,399.0,0.0,residence,7730,leers-nord,Wallonia,Hainaut,house,2248.677248677249,1065.1629072681703
vbb57972,295400.0,Normal,2.0,82.0,1.0,,Not specified,,1.0,0.0,1.0,7.0,,,apartment,5590,ciney,Wallonia,Namur,apartment,3602.439024390244,
vbd45016,599000.0,Normal,5.0,247.0,1.0,1.0,Fuel oil,Double glass,0.0,1.0,1.0,68.0,2095.0,1.0,residence,6780,messancy,Wallonia,Luxembourg,house,2425.1012145748987,285.91885441527444
vbd48417,199000.0,To be renovated,3.0,102.0,,,Gas,,0.0,1.0,1.0,,,0.0,residence,4900,spa,Wallonia,Namur,house,1950.9803921568628,
rbu66738,185000.0,,,,,,,,,,,,618.0,,land,8770,ingelmunster,Flanders,West Flanders,land,,299.3527508090615
vbd22254,324000.0,New,2.0,106.0,,,Electricity,,0.0,0.0,1.0,25.0,,,apartment,1350,orp-le-grand,Wallonia,Brabant Walloon,apartment,3056.603773584906,
rbu57476,485700.0,,1.0,71.0,,,,,,0.0,1.0,11.0,,,apartment,8300,knokke-heist,Flanders,West Flanders,apartment,6840.845070422535,
vbd39571,244000.0,New,2.0,81.0,,,,,,0.0,1.0,10.0,,,apartment,4100,seraing,Wallonia,Liege,apartment,3012.3456790123455,
vbd11417,260000.0,Normal,3.0,,1.0,1.0,Fuel oil,,0.0,0.0,1.0,,538.0,,residence,6600,bastogne,Wallonia,Luxembourg,house,,483.271375464684
rbu60817,329000.0,,2.0,104.0,,,,,0.0,,,,677.0,,residence,9190,stekene,Flanders,East Flanders,house,3163.4615384615386,485.9675036927622
rbu55985,189000.0,,,,,,,,,,,,916.0,,development-site,3560,lummen,Flanders,Limburg,land,,206.33187772925766
rbu30938,342500.0,,2.0,100.0,,,,,0.0,0.0,1.0,13.0,,,apartment,3582,koersel,Flanders,Limburg,apartment,3425.0,
vbd36754,241000.0,New,2.0,86.0,,,,,1.0,0.0,1.0,7.0,,,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,2802.3255813953488,
vbd46243,230000.0,,3.0,172.0,,,,,0.0,1.0,1.0,,170.0,,residence,7900,leuze-en-hainaut,Wallonia,Hainaut,house,1337.2093023255813,1352.9411764705883
vbd27988,415000.0,,3.0,,1.0,,Not specified,,0.0,1.0,1.0,,541.0,,residence,4317,viemme,Wallonia,Liege,house,,767.097966728281
rbu51127,449000.0,,,,,,,,,,,,4191.0,,development-site,3140,keerbergen,Flanders,Brabant Flemish,land,,107.13433548079217
vbd28655,425000.0,New,3.0,103.0,,,Gas,Double glass,1.0,0.0,1.0,7.0,,1.0,apartment,1348,louvain-la-neuve,Wallonia,Brabant Walloon,apartment,4126.21359223301,
rbu15350,,,3.0,128.0,1.0,,Not specified,,1.0,0.0,1.0,29.0,,,penthouse,3740,beverst,Flanders,Limburg,apartment,,
rbu24154,395315.0,New,3.0,155.0,,,Gas,Double glass,,1.0,0.0,,560.0,,residence,8840,oostnieuwkerke,Flanders,West Flanders,house,2550.4193548387098,705.9196428571429
rbu61309,399000.0,New,,,,,,,,,,,206.0,,business-surface,1020,laken,Brussels,Brussels,business,,1936.893203883495
vbd46508,690000.0,Normal,16.0,466.0,1.0,1.0,Fuel oil,Double glass,,1.0,0.0,,727.0,,residence,4750,butgenbach,Wallonia,Namur,house,1480.6866952789699,949.1059147180192
rbu64226,375000.0,Normal,0.0,,,,Gas,Double glass,0.0,1.0,1.0,21.0,477.0,,commercial-building,2850,boom,Flanders,Antwerp,business,,786.1635220125786
rbu62451,599029.0,New,3.0,139.0,1.0,,,,,1.0,1.0,,355.0,,residence,1700,dilbeek,Flanders,Brabant Flemish,house,4309.561151079137,1687.405633802817
vbd09641,470000.0,To renovate,3.0,186.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,16.0,589.0,,villa,1410,waterloo,Wallonia,Brabant Walloon,house,2526.8817204301076,797.962648556876
vbd03429,560000.0,New,3.0,134.0,1.0,1.0,Hot air,Double glass,1.0,1.0,1.0,28.0,,0.0,apartment,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,4179.104477611941,
vbd49821,249999.0,Normal,5.0,173.0,,,Gas,Double glass,0.0,1.0,1.0,57.0,320.0,0.0,residence,4431,loncin,Wallonia,Liege,house,1445.0809248554913,781.246875
vbd44752,198000.0,To renovate,4.0,170.0,1.0,1.0,,Double glass,0.0,1.0,1.0,,200.0,0.0,residence,6760,virton,Wallonia,Luxembourg,house,1164.7058823529412,990.0
vbd40902,375000.0,Normal,3.0,122.0,1.0,1.0,,Double glass,0.0,1.0,1.0,,185.0,0.0,residence,1650,beersel,Flanders,Brabant Flemish,house,3073.7704918032787,2027.027027027027
rbu58889,335000.0,New,2.0,98.0,,,Electricity,,0.0,0.0,1.0,9.0,,,residence,2870,puurs,Flanders,Antwerp,house,3418.3673469387754,
rbu51726,341529.0,New,1.0,74.0,,,,Double glass,1.0,0.0,1.0,9.0,,,apartment,3800,sint-truiden,Flanders,Limburg,apartment,4615.256756756757,
rbu51022,798000.0,Normal,6.0,442.0,1.0,2.0,Fuel oil,,0.0,1.0,1.0,,3052.0,,residence,3640,molenbeersel,Flanders,Limburg,house,1805.4298642533936,261.4678899082569
vbd46285,770000.0,New,4.0,270.0,1.0,1.0,,,0.0,1.0,1.0,7.0,,0.0,residence,1120,neder-over-heembeek,Brussels,Brussels,house,2851.8518518518517,
rbj24050,325000.0,New,2.0,91.0,1.0,,Not specified,,1.0,1.0,1.0,,,,apartment,9990,maldegem,Flanders,East Flanders,apartment,3571.4285714285716,
vbd45789,99999.0,Normal,,,1.0,1.0,Not specified,Double glass,0.0,,,,32.0,,industrial-building,6030,marchienne-au-pont,Wallonia,Hainaut,business,,3124.96875
vbd29714,224000.0,New,1.0,66.0,,,,Double glass,1.0,0.0,1.0,9.0,,0.0,apartment,1490,court-saint-etienne,Wallonia,Brabant Walloon,apartment,3393.939393939394,
vbd47638,675000.0,,2.0,181.0,1.0,1.0,Gas,,,0.0,1.0,4.0,,,apartment,1000,brussels,Brussels,Brussels,apartment,3729.281767955801,
vbd49311,199000.0,,5.0,260.0,,,Gas,Double glass,0.0,0.0,1.0,30.0,150.0,0.0,mixed-building,4800,verviers,Wallonia,Namur,house,765.3846153846154,1326.6666666666667
vbc94340,244000.0,,1.0,74.0,1.0,,Hot air,Double glass,1.0,,1.0,11.0,,0.0,apartment,4020,liege,Wallonia,Liege,apartment,3297.2972972972975,
vbd43537,270471.0,New,2.0,79.0,1.0,,Gas,Double glass,1.0,0.0,1.0,19.0,,,apartment,5002,saint-servais,Wallonia,Namur,apartment,3423.6835443037976,
rbu43075,255000.0,New,1.0,81.0,,,,,1.0,0.0,1.0,17.0,,,apartment,3970,leopoldsburg,Flanders,Limburg,apartment,3148.1481481481483,
rbu45933,280000.0,New,2.0,90.0,,,,,1.0,1.0,1.0,14.0,,,apartment,2830,willebroek,Flanders,Antwerp,apartment,3111.1111111111113,
vbc11389,249000.0,New,1.0,70.0,,,Gas,,1.0,1.0,1.0,18.0,,,apartment,6724,houdemont,Wallonia,Luxembourg,apartment,3557.1428571428573,
rbu62346,349000.0,,1.0,,,,Gas,Double glass,,,1.0,15.0,,,investment-property,3000,leuven,Flanders,Brabant Flemish,investment property,,
rbu66847,149000.0,Fully renovated,1.0,43.0,,,Electricity,Double glass,1.0,0.0,1.0,,,,apartment,8670,koksijde,Flanders,West Flanders,apartment,3465.1162790697676,
vbd32514,219000.0,Normal,3.0,211.0,,,Fuel oil,Double glass,0.0,1.0,1.0,,503.0,0.0,residence,5190,jemeppe-sur-sambre,Wallonia,Namur,house,1037.914691943128,435.3876739562624
rbu63284,750000.0,Normal,4.0,550.0,1.0,2.0,Fuel oil,,0.0,1.0,1.0,30.0,16946.0,,residence,7090,hennuyeres,Wallonia,Hainaut,house,1363.6363636363637,44.258232031157796
vbd38151,240000.0,Normal,2.0,92.0,,,Gas,,0.0,0.0,0.0,,,,apartment,6700,arlon,Wallonia,Luxembourg,apartment,2608.695652173913,
vbd33134,185000.0,Normal,2.0,80.0,1.0,1.0,Gas,Double glass,1.0,0.0,1.0,8.0,,0.0,ground-floor,5100,dave,Wallonia,Namur,apartment,2312.5,
rbu64275,649000.0,Normal,3.0,174.0,1.0,,Electricity,,1.0,0.0,1.0,15.0,,,apartment,8000,brugge,Flanders,West Flanders,apartment,3729.885057471264,
vbd46684,339000.0,Excellent,2.0,85.0,,,,Double glass,0.0,,,,,,apartment,1050,elsene,Brussels,Brussels,apartment,3988.235294117647,
rbu30924,309500.0,,1.0,83.0,,,,,0.0,0.0,1.0,27.0,,,apartment,3582,koersel,Flanders,Limburg,apartment,3728.9156626506024,
vba56881,175000.0,,,,,,,,,,,,1320.0,,land,4140,dolembreux,Wallonia,Liege,land,,132.57575757575756
vbd37052,234000.0,New,2.0,86.0,,,,,1.0,0.0,1.0,7.0,,,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,2720.9302325581393,
vba57835,299000.0,New,2.0,97.0,,,,,,0.0,1.0,24.0,,,apartment,6600,bastogne,Wallonia,Luxembourg,apartment,3082.4742268041236,
vbd42932,310000.0,To renovate,5.0,208.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,,1724.0,0.0,residence,5563,hour,Wallonia,Namur,house,1490.3846153846155,179.81438515081206
rbu65690,501843.0,New,3.0,133.0,,,,,,1.0,1.0,11.0,,,apartment,8800,roeselare,Flanders,West Flanders,apartment,3773.2556390977443,
rbu45323,333900.0,,2.0,93.0,1.0,,,,,0.0,1.0,19.0,,,apartment,1190,vorst,Brussels,Brussels,apartment,3590.3225806451615,
vbd50185,65000.0,,,,,,,,,,,,1853.0,,development-site,7387,honnelles,Wallonia,Hainaut,land,,35.07825148407987
vbd08199,295000.0,,3.0,133.0,1.0,1.0,Fuel oil,Double glass,0.0,1.0,1.0,,937.0,0.0,residence,6950,nassogne,Wallonia,Luxembourg,house,2218.0451127819547,314.8345784418356
vbd46361,174900.0,Normal,3.0,115.0,,,Fuel oil,Double glass,0.0,0.0,1.0,48.0,171.0,0.0,residence,6840,neufchateau,Wallonia,Luxembourg,house,1520.8695652173913,1022.8070175438596
vbd48897,147500.0,,2.0,79.0,,,Gas,,,0.0,0.0,,67.0,,residence,4020,bressoux,Wallonia,Liege,house,1867.0886075949368,2201.492537313433
vba12421,410000.0,New,3.0,125.0,1.0,,,,0.0,0.0,1.0,8.0,,,apartment,6940,durbuy,Wallonia,Luxembourg,apartment,3280.0,
rbu61327,45000.0,,,,,,,,,,,,,,garage,8370,blankenberge,Flanders,West Flanders,business,,
vbd27997,193000.0,,1.0,54.0,,,Not specified,,0.0,0.0,1.0,13.0,,,apartment,6700,arlon,Wallonia,Luxembourg,apartment,3574.074074074074,
vbc91671,515000.0,New,2.0,120.0,,,,Double glass,,,1.0,12.0,,0.0,apartment,5000,namur,Wallonia,Namur,apartment,4291.666666666667,
vbd46123,349000.0,,4.0,160.0,1.0,,Not specified,,,1.0,1.0,,,,residence,4890,thimister-clermont,Wallonia,Namur,house,2181.25,
vbc11819,249629.0,New,1.0,73.0,,,Gas,,0.0,,1.0,17.0,,,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,3419.5753424657532,
vbc03944,318021.0,New,2.0,83.0,,,Gas,,1.0,1.0,1.0,16.0,,,apartment,6700,arlon,Wallonia,Luxembourg,apartment,3831.578313253012,
vbd29230,215000.0,Normal,1.0,60.0,1.0,,Gas,Double glass,0.0,0.0,1.0,,,0.0,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,3583.3333333333335,
rbu59401,269000.0,Normal,3.0,206.0,1.0,1.0,,Double glass,0.0,,1.0,,82.0,0.0,residence,8400,oostende,Flanders,West Flanders,house,1305.8252427184466,3280.487804878049
vbd47548,415000.0,New,2.0,100.0,1.0,1.0,,Double glass,1.0,1.0,1.0,13.0,,0.0,apartment,1140,evere,Brussels,Brussels,apartment,4150.0,
vbd43359,282000.0,New,3.0,122.0,,,Not specified,,0.0,0.0,0.0,,246.0,,residence,7000,mons,Wallonia,Hainaut,house,2311.4754098360654,1146.341463414634
rbu60838,,Normal,5.0,,1.0,1.0,Fuel oil,,0.0,,1.0,,259.0,,investment-property,3580,beringen,Flanders,Limburg,investment property,,
rbu59291,299000.0,,3.0,198.0,1.0,,Gas,Simple glass,0.0,1.0,,,124.0,,residence,3550,heusden-zolder,Flanders,Limburg,house,1510.1010101010102,2411.2903225806454
rbt91558,360000.0,To renovate,4.0,120.0,1.0,1.0,Electricity,Double glass,0.0,1.0,1.0,,570.0,0.0,residence,1500,halle,Flanders,Brabant Flemish,house,3000.0,631.578947368421
rbu30936,417500.0,,2.0,110.0,,,,,0.0,0.0,1.0,27.0,,,apartment,3582,koersel,Flanders,Limburg,apartment,3795.4545454545455,
vbd36772,240000.0,New,2.0,87.0,,,,,1.0,0.0,1.0,7.0,,,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,2758.6206896551726,
vbd45693,299000.0,Normal,1.0,63.0,,,,Double glass,1.0,1.0,1.0,7.0,,0.0,apartment,1160,oudergem,Brussels,Brussels,apartment,4746.0317460317465,
rbu62119,385000.0,Normal,3.0,95.0,,,Gas,,0.0,1.0,0.0,,81.0,,residence,2140,borgerhout,Flanders,Antwerp,house,4052.6315789473683,4753.086419753086
rbu60159,318000.0,,,,,,,,,,,,1599.0,,development-site,2870,puurs-sint-amands,Flanders,Antwerp,land,,198.87429643527204
vba12423,479000.0,New,3.0,123.0,1.0,,,,0.0,0.0,1.0,38.0,,,apartment,6940,durbuy,Wallonia,Luxembourg,apartment,3894.308943089431,
vbd49104,165000.0,To be renovated,5.0,584.0,,,,,0.0,1.0,0.0,,1099.0,0.0,villa,4360,oreye,Wallonia,Liege,house,282.5342465753425,150.13648771610556
vbd36885,199000.0,To renovate,3.0,158.0,1.0,,Fuel oil,,,1.0,,,373.0,,residence,1350,orp-jauche,Wallonia,Brabant Walloon,house,1259.493670886076,533.5120643431635
vbd29320,415000.0,To be renovated,4.0,287.0,1.0,1.0,Fuel oil,Double glass,0.0,1.0,1.0,,1030.0,0.0,residence,1495,marbais,Wallonia,Brabant Walloon,house,1445.993031358885,402.9126213592233
vwd14378,195000.0,,,,,,,,,,,,2207.0,,development-site,4970,francorchamps,Wallonia,Namur,land,,88.3552333484368
rbt40471,115000.0,Normal,1.0,55.0,,,Gas,,1.0,0.0,1.0,,,,apartment,3001,heverlee,Flanders,Brabant Flemish,apartment,2090.909090909091,
vwd15030,333000.0,Excellent,3.0,238.0,1.0,,Gas,Double glass,,1.0,1.0,,545.0,,residence,5575,vencimont,Wallonia,Namur,house,1399.1596638655462,611.0091743119266
vbd22391,90000.0,,,,,,,,,,,,1886.0,,development-site,6660,houffalize,Wallonia,Luxembourg,land,,47.720042417815485
vbd36917,461000.0,New,3.0,115.0,1.0,,Hot air,,1.0,1.0,1.0,21.0,,0.0,apartment,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,4008.695652173913,
rbu63435,275000.0,Normal,2.0,71.0,,,Gas,Double glass,,1.0,1.0,,,,apartment,9000,gent,Flanders,East Flanders,apartment,3873.239436619718,
rbu65734,210000.0,To be renovated,2.0,126.0,1.0,1.0,,Double glass,0.0,1.0,1.0,33.0,393.0,,residence,9340,lede,Flanders,East Flanders,house,1666.6666666666667,534.3511450381679
rbu67207,429000.0,,3.0,153.0,1.0,1.0,,,0.0,,,,495.0,,residence,3650,dilsen-stokkem,Flanders,Limburg,house,2803.921568627451,866.6666666666666
vbb10913,290400.0,,2.0,103.0,1.0,,,Double glass,1.0,1.0,1.0,6.0,,0.0,apartment,6900,marche-en-famenne,Wallonia,Luxembourg,apartment,2819.4174757281553,
vbd28500,685000.0,New,2.0,108.0,1.0,1.0,,Double glass,1.0,,1.0,21.0,,,apartment,1160,oudergem,Brussels,Brussels,apartment,6342.592592592592,
rbu62513,439000.0,New,3.0,135.0,1.0,,,,1.0,0.0,1.0,10.0,,,apartment,2430,laakdal,Flanders,Antwerp,apartment,3251.8518518518517,
vbc74111,20000.0,To be renovated,,,,,,,,,,,169.0,,parking,6747,saint-leger,Wallonia,Luxembourg,business,,118.34319526627219
vbc62146,,New,4.0,208.0,,,Hot air,Double glass,0.0,1.0,1.0,,1114.0,0.0,residence,4537,verlaine,Wallonia,Namur,house,,
rbu59267,196815.0,New,,,,,Gas,Double glass,,,,,108.0,,industrial-building,8460,oudenburg,Flanders,West Flanders,business,,1822.361111111111
vbd34462,420000.0,New,2.0,92.0,,,Hot air,Double glass,,1.0,1.0,,,,apartment,1300,wavre,Wallonia,Brabant Walloon,apartment,4565.217391304348,
vax62712,276000.0,New,2.0,,,,,,,0.0,1.0,,,,apartment,5100,dave,Wallonia,Namur,apartment,,
vbd33747,160000.0,,3.0,91.0,,,Fuel oil,,0.0,0.0,0.0,,,,duplex,6730,tintigny,Wallonia,Luxembourg,apartment,1758.2417582417581,
rbu65792,165000.0,Normal,3.0,77.0,,,,,0.0,1.0,1.0,,2638.0,,chalet,2230,ramsel,Flanders,Antwerp,house,2142.8571428571427,62.54738438210766
vbd44150,109000.0,To renovate,3.0,102.0,,,Fuel oil,Double glass,0.0,1.0,0.0,,129.0,0.0,residence,4970,stavelot,Wallonia,Namur,house,1068.6274509803923,844.9612403100775
rbu51621,384500.0,New,3.0,154.0,,,,Double glass,,1.0,1.0,,258.0,,residence,8700,aarsele,Flanders,West Flanders,house,2496.753246753247,1490.3100775193798
rbu60761,299000.0,Normal,3.0,150.0,,,Gas,Double glass,0.0,1.0,1.0,,135.0,,residence,9100,sint-niklaas,Flanders,East Flanders,house,1993.3333333333333,2214.814814814815
vbd47718,395000.0,New,2.0,101.0,1.0,,Not specified,,1.0,0.0,1.0,9.0,,,apartment,1140,evere,Brussels,Brussels,apartment,3910.891089108911,
rbu40431,495000.0,New,4.0,,,,,Double glass,,1.0,1.0,,,,apartment,3350,drieslinter,Flanders,Brabant Flemish,apartment,,
rbu65035,359000.0,,3.0,150.0,1.0,,Not specified,Double glass,0.0,1.0,1.0,,267.0,,residence,8200,sint-andries,Flanders,West Flanders,house,2393.3333333333335,1344.569288389513
vaz36115,501500.0,New,4.0,158.0,1.0,,,Double glass,1.0,1.0,1.0,42.0,,,penthouse,6880,bertrix,Wallonia,Luxembourg,apartment,3174.0506329113923,
rbu62036,395000.0,To be renovated,4.0,269.0,1.0,1.0,Electricity,,0.0,1.0,1.0,,1987.0,,residence,3600,genk,Flanders,Limburg,house,1468.4014869888476,198.7921489682939
vbd48340,49000.0,,,,,,,,,,,,1138.0,,land,4690,bassenge,Wallonia,Namur,land,,43.05799648506151
rbu65963,349000.0,Excellent,4.0,226.0,1.0,1.0,,Double glass,,1.0,1.0,,200.0,,residence,9300,aalst,Flanders,East Flanders,house,1544.2477876106195,1745.0
rbt43667,,New,2.0,86.0,1.0,,Not specified,,1.0,0.0,1.0,17.0,,,apartment,3740,beverst,Flanders,Limburg,apartment,,
rbu62991,314000.0,,2.0,93.0,1.0,,,Double glass,1.0,1.0,1.0,12.0,,,penthouse,2223,schriek,Flanders,Antwerp,apartment,3376.3440860215055,
vbd42191,179000.0,Normal,2.0,102.0,,,Not specified,Double glass,0.0,1.0,0.0,,560.0,,chalet,6997,amonines,Wallonia,Luxembourg,house,1754.9019607843138,319.64285714285717
rbu60185,650000.0,Normal,6.0,329.0,1.0,,Wood,Double glass,0.0,1.0,1.0,,2331.0,,villa,9400,ninove,Flanders,East Flanders,house,1975.6838905775076,278.85027885027887
rbu61419,249000.0,Normal,2.0,70.0,1.0,,Gas,,0.0,0.0,1.0,,,,apartment,2600,berchem,Flanders,Antwerp,apartment,3557.1428571428573,
rbu62062,255000.0,,,,1.0,,,,0.0,0.0,1.0,,,,apartment,8670,koksijde,Flanders,West Flanders,apartment,,
vbd39394,635000.0,Normal,4.0,175.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,20.0,600.0,0.0,residence,1332,genval,Wallonia,Brabant Walloon,house,3628.5714285714284,1058.3333333333333
rbt74221,295000.0,To be renovated,3.0,154.0,1.0,2.0,Electricity,,0.0,1.0,1.0,,,,residence,8430,middelkerke,Flanders,West Flanders,house,1915.5844155844156,
rbu64367,495000.0,New,3.0,200.0,1.0,1.0,,,,1.0,1.0,,150.0,,residence,9470,denderleeuw,Flanders,East Flanders,house,2475.0,3300.0
rbu59366,95000.0,Excellent,3.0,40.0,,,Electricity,,0.0,1.0,1.0,,150.0,0.0,chalet,8370,blankenberge,Flanders,West Flanders,house,2375.0,633.3333333333334
vbd49633,550000.0,To be renovated,0.0,200.0,,,Gas,,0.0,0.0,1.0,,79.0,,residence,1050,elsene,Brussels,Brussels,house,2750.0,6962.025316455696
vbd42154,454000.0,,3.0,120.0,1.0,124.0,Gas,Double glass,1.0,0.0,1.0,11.0,,0.0,apartment,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,3783.3333333333335,
raq68022,626000.0,New,2.0,171.0,,,,,1.0,1.0,1.0,66.0,,,penthouse,3500,hasselt,Flanders,Limburg,apartment,3660.8187134502923,
rbt77891,949000.0,,,,,,,,,,,,2820.0,,land,2440,geel,Flanders,Antwerp,land,,336.5248226950355
rbu62708,239000.0,To be renovated,5.0,210.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,,555.0,,residence,2490,balen,Flanders,Antwerp,house,1138.095238095238,430.6306306306306
vbd50153,230000.0,Normal,2.0,67.0,,,,Double glass,1.0,,1.0,14.0,,,penthouse,1080,sint-jans-molenbeek,Brussels,Brussels,apartment,3432.8358208955224,
rwc28368,325000.0,,,,,,,,,,,,1081.0,,development-site,1700,dilbeek,Flanders,Brabant Flemish,land,,300.64754856614246
vbd32524,350000.0,Normal,3.0,170.0,1.0,,Gas,,0.0,1.0,1.0,,190.0,,residence,4030,grivegnee,Wallonia,Liege,house,2058.823529411765,1842.1052631578948
rbu62066,269000.0,,1.0,,1.0,,Not specified,Double glass,0.0,0.0,1.0,1.0,,,apartment,1500,halle,Flanders,Brabant Flemish,apartment,,
rbu65096,310000.0,,2.0,73.0,,,Gas,Double glass,1.0,1.0,1.0,,,,apartment,8620,nieuwpoort,Flanders,West Flanders,apartment,4246.575342465753,
vbc52292,274000.0,New,2.0,121.0,1.0,,Gas,Double glass,1.0,0.0,1.0,25.0,,0.0,apartment,4100,seraing,Wallonia,Liege,apartment,2264.4628099173556,
vbd24364,341140.0,New,2.0,97.0,,,Hot air,Double glass,1.0,1.0,1.0,16.0,,0.0,apartment,4000,liege,Wallonia,Liege,apartment,3516.907216494845,
vbd36364,395000.0,To renovate,4.0,194.0,1.0,2.0,Fuel oil,,,1.0,1.0,97.0,2875.0,,residence,7334,villerot,Wallonia,Hainaut,house,2036.0824742268042,137.3913043478261
vwd13378,394000.0,Excellent,3.0,190.0,1.0,,Electricity,Double glass,,1.0,1.0,,,,villa,5640,biesme,Wallonia,Namur,house,2073.684210526316,
rbu64267,589000.0,New,3.0,281.0,,,,,0.0,1.0,1.0,,1047.0,,residence,3900,overpelt,Flanders,Limburg,house,2096.0854092526693,562.5596943648519
vwd15162,700000.0,Normal,5.0,284.0,1.0,,Electricity,Double glass,,1.0,1.0,60.0,1421.0,,villa,1330,rixensart,Wallonia,Brabant Walloon,house,2464.788732394366,492.61083743842363
vbd45913,175000.0,Fully renovated,1.0,57.0,1.0,2.0,Gas,Double glass,0.0,1.0,1.0,,,0.0,residence,5500,dinant,Wallonia,Namur,house,3070.1754385964914,
vbd48165,930000.0,New,3.0,133.0,1.0,1.0,Hot air,Double glass,1.0,0.0,1.0,20.0,,0.0,apartment,1200,sint-lambrechts-woluwe,Brussels,Brussels,apartment,6992.481203007519,
rbu62484,407000.0,New,3.0,130.0,1.0,1.0,Hot air,Double glass,0.0,1.0,0.0,,415.0,0.0,residence,9450,haaltert,Flanders,East Flanders,house,3130.769230769231,980.722891566265
rbu63078,220000.0,To be renovated,3.0,150.0,1.0,,Gas,Double glass,0.0,1.0,1.0,,220.0,0.0,residence,8501,bissegem,Flanders,West Flanders,house,1466.6666666666667,1000.0
vbd28691,260000.0,New,1.0,61.0,,,Gas,Double glass,1.0,0.0,1.0,6.0,,,apartment,1348,louvain-la-neuve,Wallonia,Brabant Walloon,apartment,4262.295081967213,
vbc11799,289748.0,New,2.0,95.0,,,Gas,,0.0,0.0,1.0,10.0,,,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,3049.978947368421,
vbd48600,532000.0,New,3.0,112.0,,,,Double glass,,1.0,1.0,,,,apartment,1300,wavre,Wallonia,Brabant Walloon,apartment,4750.0,
rbu63026,528950.0,New,4.0,206.0,,,Hot air,Double glass,0.0,1.0,1.0,24.0,367.0,0.0,residence,9620,zottegem,Flanders,East Flanders,house,2567.7184466019417,1441.2806539509536
rbj24052,325000.0,New,2.0,91.0,1.0,,Not specified,,1.0,1.0,1.0,,,,apartment,9990,maldegem,Flanders,East Flanders,apartment,3571.4285714285716,
vbb01671,325000.0,New,2.0,113.0,1.0,,Gas,Double glass,1.0,,1.0,5.0,,,apartment,4000,liege,Wallonia,Liege,apartment,2876.1061946902655,
vbd43823,430000.0,,5.0,193.0,1.0,,Fuel oil,,0.0,1.0,1.0,,686.0,,residence,5580,villers-sur-lesse,Wallonia,Namur,house,2227.979274611399,626.8221574344024
