Property ID,Price,State of the property,Number of bedrooms,Livable surface,Garage,Number of garages,Type of heating,Type of glazing,Elevator,Garden,Terrace,Surface terrace,Total land surface,Swimming pool,type,postal_code,city,Region,province,main_type,price_per_sqm,Price_per_sqm_land
vbd49651,260000.0,,3.0,,1.0,,Fuel oil,Double glass,,1.0,0.0,,275.0,,residence,4432,alleur,Wallonia,Liege,house,,945.4545454545455
vbd34773,275000.0,To be renovated,4.0,,1.0,,,Double glass,,1.0,0.0,,1159.0,,residence,5060,arsimont,Wallonia,Namur,house,,237.27351164797238
vba12422,275000.0,New,2.0,79.0,1.0,,,,0.0,0.0,1.0,11.0,,,apartment,6940,durbuy,Wallonia,Luxembourg,apartment,3481.012658227848,
vbb60632,205000.0,New,1.0,65.0,1.0,,,,,1.0,1.0,6.0,,,apartment,7000,mons,Wallonia,Hainaut,apartment,3153.846153846154,
rbh40145,21500.0,New,,,,,,,,,,,,,garage,8790,waregem,Flanders,West Flanders,business,,
rbu25627,355000.0,,2.0,93.0,1.0,,,,0.0,0.0,1.0,14.0,,,apartment,8580,avelgem,Flanders,West Flanders,apartment,3817.2043010752686,
rbu60582,520000.0,,,,,,,,0.0,0.0,1.0,,,,apartment,8670,koksijde,Flanders,West Flanders,apartment,,
rbu62377,219000.0,Normal,1.0,67.0,1.0,,Gas,,0.0,0.0,0.0,,,,apartment,1731,zellik,Flanders,Brabant Flemish,apartment,3268.6567164179105,
vbd46499,375000.0,To be renovated,6.0,210.0,1.0,2.0,Fuel oil,,0.0,1.0,0.0,,4780.0,,residence,7970,beloeil,Wallonia,Hainaut,house,1785.7142857142858,78.45188284518828
rbu67314,349000.0,To be renovated,4.0,241.0,1.0,1.0,Fuel oil,,0.0,,,,1114.0,,residence,9500,goeferdinge,Flanders,East Flanders,house,1448.1327800829877,313.2854578096948
vbd40001,795000.0,Excellent,5.0,185.0,,,Gas,Double glass,0.0,1.0,1.0,,814.0,0.0,villa,1410,waterloo,Wallonia,Brabant Walloon,house,4297.2972972972975,976.6584766584766
vbd45904,199000.0,To be renovated,4.0,207.0,1.0,1.0,Fuel oil,,0.0,1.0,0.0,,1700.0,,residence,4280,merdorp,Wallonia,Liege,house,961.3526570048309,117.05882352941177
rbu60631,289000.0,New,2.0,88.0,,,Gas,,1.0,0.0,1.0,18.0,,,apartment,2018,antwerp,Flanders,Antwerp,apartment,3284.090909090909,
rbu58992,399000.0,,3.0,137.0,1.0,1.0,Not specified,,0.0,1.0,0.0,,1066.0,,residence,2590,berlaar,Flanders,Antwerp,house,2912.4087591240877,374.296435272045
rbu24781,595000.0,New,2.0,,,,,Double glass,,0.0,1.0,,,,penthouse,3800,sint-truiden,Flanders,Limburg,apartment,,
rbu63010,349000.0,New,2.0,84.0,1.0,1.0,Hot air,Double glass,1.0,1.0,1.0,9.0,,0.0,apartment,9041,oostakker,Flanders,East Flanders,apartment,4154.761904761905,
rbu49782,549000.0,New,5.0,256.0,1.0,,,Double glass,0.0,1.0,1.0,,758.0,,residence,3580,beringen,Flanders,Limburg,house,2144.53125,724.2744063324539
vbd27179,275000.0,,5.0,200.0,,,Fuel oil,Double glass,0.0,1.0,0.0,,226.0,,residence,6900,marche-en-famenne,Wallonia,Luxembourg,house,1375.0,1216.8141592920354
rbu64340,159000.0,,,,,,,,,,,,259.0,,land,1800,vilvoorde,Flanders,Brabant Flemish,land,,613.8996138996139
rbu65147,180000.0,,2.0,99.0,1.0,2.0,Gas,,0.0,0.0,1.0,,,0.0,apartment,9500,geraardsbergen,Flanders,East Flanders,apartment,1818.1818181818182,
rbu38144,270000.0,New,1.0,71.0,1.0,,Gas,,1.0,0.0,1.0,13.0,,,penthouse,2500,lier,Flanders,Antwerp,apartment,3802.8169014084506,
vbd48845,235000.0,Excellent,1.0,58.0,1.0,,Gas,Double glass,1.0,0.0,0.0,,,0.0,apartment,1140,evere,Brussels,Brussels,apartment,4051.7241379310344,
rbu66577,359985.0,Normal,2.0,100.0,1.0,,Hot air,,1.0,0.0,1.0,8.0,,,apartment,2520,ranst,Flanders,Antwerp,apartment,3599.85,
vwd15424,890000.0,Excellent,3.0,145.0,1.0,,Gas,Double glass,1.0,,1.0,95.0,,,penthouse,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,6137.931034482759,
rbu62335,298000.0,To renovate,4.0,210.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,,421.0,,residence,9400,appelterre-eichem,Flanders,East Flanders,house,1419.047619047619,707.8384798099762
rbu51501,395000.0,,,377.0,1.0,1.0,Fuel oil,Double glass,0.0,1.0,1.0,,432.0,,residence,3540,herk-de-stad,Flanders,Limburg,house,1047.7453580901856,914.3518518518518
rbu57088,250000.0,New,,59.0,1.0,1.0,Hot air,Double glass,1.0,,1.0,10.0,,,apartment,9000,gent,Flanders,East Flanders,apartment,4237.28813559322,
vbd31847,90000.0,To be renovated,3.0,140.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,15.0,387.0,0.0,residence,5630,cerfontaine,Wallonia,Namur,house,642.8571428571429,232.5581395348837
rbu59302,295000.0,,3.0,178.0,1.0,,Gas,,,1.0,1.0,,958.0,,residence,3583,paal,Flanders,Limburg,house,1657.3033707865168,307.9331941544885
vbd50020,449000.0,Normal,4.0,285.0,,,Gas,Double glass,0.0,0.0,1.0,,104.0,0.0,mixed-building,4000,liege,Wallonia,Liege,house,1575.438596491228,4317.307692307692
vbd49923,,New,3.0,97.0,1.0,,,Double glass,1.0,,1.0,10.0,,,apartment,4031,angleur,Wallonia,Liege,apartment,,
vat08899,231000.0,New,1.0,,,,,,,1.0,1.0,,,,duplex,4360,oreye,Wallonia,Liege,apartment,,
vbd30985,159000.0,Excellent,3.0,167.0,1.0,1.0,Gas,Double glass,0.0,1.0,0.0,,182.0,0.0,residence,6040,jumet,Wallonia,Hainaut,house,952.0958083832336,873.6263736263736
vbd11847,140000.0,To be renovated,3.0,140.0,,,Gas,,0.0,1.0,1.0,,,0.0,residence,4100,seraing,Wallonia,Liege,house,1000.0,
rbt10533,431196.0,,3.0,168.0,1.0,,,,,1.0,1.0,,451.0,,residence,3650,dilsen-stokkem,Flanders,Limburg,house,2566.6428571428573,956.0886917960089
rbu66771,296900.0,New,2.0,90.0,,,,,1.0,0.0,1.0,20.0,,,apartment,2300,turnhout,Flanders,Antwerp,apartment,3298.8888888888887,
vbd48886,249000.0,New,5.0,210.0,1.0,1.0,Hot air,Double glass,0.0,1.0,1.0,25.0,371.0,0.0,residence,7134,peronnes,Wallonia,Hainaut,house,1185.7142857142858,671.1590296495957
vbd48844,445000.0,Normal,3.0,247.0,1.0,1.0,Fuel oil,Double glass,0.0,1.0,1.0,40.0,1390.0,0.0,residence,1602,vlezenbeek,Flanders,Brabant Flemish,house,1801.6194331983806,320.1438848920863
vbd12100,199000.0,To renovate,0.0,200.0,,,Gas,,0.0,,,,343.0,,undetermined-property,4820,dison,Wallonia,Namur,undetermined-property,995.0,580.1749271137027
vbd39610,,New,2.0,100.0,1.0,,,,1.0,0.0,1.0,7.0,,,apartment,4700,eupen,Wallonia,Namur,apartment,,
rbu44775,299000.0,Normal,3.0,239.0,1.0,,,,,1.0,,,884.0,,residence,3770,riemst,Flanders,Limburg,house,1251.0460251046024,338.2352941176471
vbb01683,445000.0,New,2.0,104.0,,,Gas,Double glass,1.0,,1.0,51.0,,,apartment,4000,liege,Wallonia,Liege,apartment,4278.846153846154,
vbd23647,295000.0,Normal,,,,,,Double glass,0.0,,,,110.0,,commercial-building,6760,virton,Wallonia,Luxembourg,business,,2681.818181818182
vbd32578,217000.0,New,2.0,82.0,,,,,1.0,0.0,1.0,20.0,,,apartment,7000,mons,Wallonia,Hainaut,apartment,2646.3414634146343,
vbd36856,275000.0,To be renovated,4.0,250.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,25.0,720.0,,residence,6790,aubange,Wallonia,Luxembourg,house,1100.0,381.94444444444446
rbu62542,319000.0,New,3.0,111.0,1.0,1.0,Gas,Double glass,1.0,0.0,1.0,9.0,,0.0,apartment,8400,oostende,Flanders,West Flanders,apartment,2873.873873873874,
vaz75076,367400.0,New,2.0,,1.0,,,,,0.0,1.0,,,,apartment,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,,
rbu60575,469000.0,New,3.0,144.0,,,,,,1.0,0.0,,502.0,,residence,8020,waardamme,Flanders,West Flanders,house,3256.9444444444443,934.2629482071713
vbd41707,590000.0,To renovate,4.0,204.0,1.0,1.0,,Double glass,,1.0,1.0,35.0,1054.0,,villa,1310,la-hulpe,Wallonia,Brabant Walloon,house,2892.156862745098,559.7722960151802
vbd13957,89000.0,,,,,,,,,,,,1071.0,,development-site,5350,evelette,Wallonia,Namur,land,,83.0999066293184
vbd46116,150000.0,To be renovated,3.0,94.0,,,Fuel oil,,,1.0,0.0,,150.0,,residence,4432,alleur,Wallonia,Liege,house,1595.7446808510638,1000.0
vbd47536,995000.0,New,2.0,143.0,1.0,1.0,Hot air,Triple glass,1.0,1.0,1.0,77.0,,0.0,ground-floor,1200,sint-lambrechts-woluwe,Brussels,Brussels,apartment,6958.041958041958,
rbu32990,672943.0,New,3.0,141.0,1.0,,,,,1.0,0.0,,759.0,,residence,1700,dilbeek,Flanders,Brabant Flemish,house,4772.645390070922,886.6179183135705
vbd28676,620000.0,New,3.0,125.0,,,Gas,Double glass,1.0,0.0,1.0,62.0,,,apartment,1348,louvain-la-neuve,Wallonia,Brabant Walloon,apartment,4960.0,
vbd36837,239000.0,New,2.0,85.0,,,,,0.0,0.0,1.0,11.0,,,apartment,7090,braine-le-comte,Wallonia,Hainaut,apartment,2811.764705882353,
vbd46495,319500.0,Normal,4.0,150.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,,1782.0,0.0,residence,4520,wanze,Wallonia,Namur,house,2130.0,179.2929292929293
vbd44590,599000.0,Excellent,3.0,145.0,,,,,1.0,0.0,1.0,46.0,,0.0,penthouse,4000,liege,Wallonia,Liege,apartment,4131.0344827586205,
vbd47862,499000.0,Normal,4.0,214.0,,,,Double glass,0.0,0.0,0.0,,,,residence,1030,schaarbeek,Brussels,Brussels,house,2331.7757009345796,
vbd48400,770000.0,Normal,5.0,303.0,1.0,,Fuel oil,Double glass,0.0,1.0,1.0,,3100.0,1.0,residence,5590,ciney,Wallonia,Namur,house,2541.2541254125413,248.38709677419354
rbt73295,239000.0,Normal,2.0,92.0,1.0,1.0,,Double glass,1.0,0.0,0.0,,,,apartment,9230,wetteren,Flanders,East Flanders,apartment,2597.8260869565215,
vbd24603,,New,1.0,65.0,1.0,1.0,Hot air,Double glass,,0.0,0.0,,,,apartment,4031,angleur,Wallonia,Liege,apartment,,
rwc41092,361050.0,Excellent,3.0,1.0,,,Solar energy,Double glass,,1.0,,,446.0,,residence,1502,lembeek,Flanders,Brabant Flemish,house,361050.0,809.5291479820628
vbd19583,279000.0,Normal,3.0,145.0,1.0,,Fuel oil,,0.0,1.0,1.0,,500.0,0.0,residence,5060,auvelais,Wallonia,Namur,house,1924.1379310344828,558.0
vbc31170,399213.0,New,3.0,110.0,,,,Double glass,1.0,0.0,1.0,8.0,,,penthouse,4450,juprelle,Wallonia,Liege,apartment,3629.2090909090907,
vbd44964,700000.0,To renovate,,,,,Fuel oil,,0.0,,,,,,industrial-building,7522,blandain,Wallonia,Hainaut,business,,
vwd13622,369900.0,Excellent,3.0,145.0,,,Wood,Double glass,,1.0,1.0,20.0,,,residence,4671,saive,Wallonia,Namur,house,2551.0344827586205,
vbd42152,385000.0,Normal,4.0,190.0,,,Gas,,0.0,1.0,1.0,,630.0,,residence,6210,les-bons-villers,Wallonia,Hainaut,house,2026.3157894736842,611.1111111111111
rbu66252,729000.0,Fully renovated,2.0,66.0,,,,Double glass,1.0,0.0,1.0,,,,apartment,8300,knokke-heist,Flanders,West Flanders,apartment,11045.454545454546,
rbu47200,265000.0,Normal,5.0,277.0,,,Gas,Double glass,0.0,1.0,1.0,22.0,306.0,0.0,mixed-building,9690,kluisbergen,Flanders,East Flanders,house,956.6787003610108,866.0130718954248
rbu60189,399000.0,Fully renovated,3.0,148.0,1.0,1.0,Gas,Double glass,0.0,0.0,1.0,11.0,,,apartment,1930,zaventem,Flanders,Brabant Flemish,apartment,2695.945945945946,
rbu63045,450000.0,New,3.0,107.0,1.0,,Hot air,Double glass,1.0,1.0,1.0,13.0,,0.0,apartment,9041,oostakker,Flanders,East Flanders,apartment,4205.607476635514,
rbu66898,395000.0,Normal,4.0,,1.0,,Gas,,0.0,1.0,1.0,,154.0,,residence,3960,bree,Flanders,Limburg,house,,2564.935064935065
rbu61304,829000.0,,,,1.0,1.0,Gas,Double glass,,,1.0,45.0,1848.0,,investment-property,3830,wellen,Flanders,Limburg,investment property,,448.5930735930736
vbd48261,250000.0,Normal,5.0,278.0,1.0,1.0,Gas,Double glass,0.0,1.0,1.0,,500.0,0.0,residence,5570,honnay,Wallonia,Namur,house,899.2805755395683,500.0
rbu59281,967000.0,Excellent,3.0,189.0,1.0,,,Triple glass,,1.0,0.0,,748.0,1.0,residence,8510,marke,Flanders,West Flanders,house,5116.402116402116,1292.7807486631016
rbu15826,525800.0,,2.0,119.0,,,,,,1.0,1.0,20.0,,,apartment,8670,koksijde,Flanders,West Flanders,apartment,4418.487394957983,
vbd13952,89000.0,,,,,,,,,,,,1106.0,,development-site,5350,evelette,Wallonia,Namur,land,,80.47016274864376
rbu65675,289000.0,New,2.0,81.0,1.0,,,Double glass,1.0,1.0,1.0,,,,apartment,2580,beerzel,Flanders,Antwerp,apartment,3567.901234567901,
vbd47332,120000.0,,1.0,28.0,,,Electricity,,0.0,0.0,0.0,,,,studio,6790,aubange,Wallonia,Luxembourg,apartment,4285.714285714285,
rbu58436,489000.0,,,,,,,,,,,,1600.0,,development-site,1850,grimbergen,Flanders,Brabant Flemish,land,,305.625
rbu57640,317130.0,New,2.0,93.0,,,,,1.0,0.0,1.0,20.0,,,apartment,2360,oud-turnhout,Flanders,Antwerp,apartment,3410.0,
rbu60885,419000.0,To be renovated,4.0,,1.0,2.0,Gas,Double glass,0.0,1.0,1.0,,382.0,,investment-property,9660,brakel,Flanders,East Flanders,investment property,,1096.8586387434555
rbu63059,434000.0,New,3.0,114.0,1.0,,Hot air,Double glass,1.0,,1.0,45.0,,,apartment,9041,oostakker,Flanders,East Flanders,apartment,3807.0175438596493,
vbd43659,391000.0,New,2.0,93.0,,,,,,1.0,1.0,7.0,,,apartment,1140,evere,Brussels,Brussels,apartment,4204.301075268817,
vbd47528,1500000.0,New,3.0,154.0,1.0,1.0,Hot air,Triple glass,1.0,1.0,1.0,76.0,,0.0,penthouse,1200,sint-lambrechts-woluwe,Brussels,Brussels,apartment,9740.25974025974,
vbd47646,210000.0,Normal,1.0,91.0,,,Gas,Double glass,0.0,1.0,0.0,,,0.0,apartment,5000,namur,Wallonia,Namur,apartment,2307.6923076923076,
vbd45343,168000.0,,2.0,104.0,1.0,1.0,Wood,,,1.0,1.0,15.0,412.0,,residence,6536,thuillies,Wallonia,Hainaut,house,1615.3846153846155,407.7669902912621
rbu62109,195000.0,Excellent,1.0,57.0,1.0,,Gas,,0.0,0.0,1.0,,,,apartment,2440,geel,Flanders,Antwerp,apartment,3421.0526315789475,
rbu64866,775000.0,Normal,,,1.0,2.0,Fuel oil,Double glass,0.0,,,,,,commercial-building,7890,ellezelles,Wallonia,Hainaut,business,,
vbd19455,329000.0,New,4.0,163.0,,,Not specified,,0.0,1.0,1.0,,300.0,,residence,5060,arsimont,Wallonia,Namur,house,2018.4049079754602,1096.6666666666667
rbu66818,275000.0,,3.0,,,,,,0.0,1.0,0.0,,3600.0,,residence,2450,meerhout,Flanders,Antwerp,house,,76.38888888888889
rwc41147,249000.0,Excellent,2.0,82.0,,,Gas,Double glass,1.0,,1.0,,,,apartment,8400,oostende,Flanders,West Flanders,apartment,3036.5853658536585,
rbu59306,359000.0,Excellent,3.0,185.0,,,,,,1.0,1.0,,890.0,,residence,3550,heusden-zolder,Flanders,Limburg,house,1940.5405405405406,403.3707865168539
vbd45817,345000.0,Excellent,6.0,146.0,1.0,1.0,Electricity,Double glass,0.0,1.0,1.0,41.0,1219.0,0.0,villa,6540,lobbes,Wallonia,Hainaut,house,2363.013698630137,283.0188679245283
rbu11256,425554.0,New,3.0,150.0,,,,,,1.0,0.0,,331.0,,residence,9260,serskamp,Flanders,East Flanders,house,2837.0266666666666,1285.6616314199396
rbu50559,510000.0,New,4.0,178.0,1.0,,,,,1.0,0.0,,202.0,,residence,3070,kortenberg,Flanders,Brabant Flemish,house,2865.1685393258426,2524.7524752475247
rbu57078,521240.0,New,3.0,175.0,1.0,,Hot air,Double glass,0.0,1.0,1.0,13.0,156.0,0.0,residence,9800,deinze,Flanders,East Flanders,house,2978.5142857142855,3341.2820512820513
rbu15834,750200.0,,3.0,154.0,,,,,,1.0,1.0,13.0,,,apartment,8670,koksijde,Flanders,West Flanders,apartment,4871.428571428572,
vbd47351,259000.0,,2.0,,,,Not specified,Double glass,1.0,,,,,,investment-property,7500,tournai,Wallonia,Hainaut,investment property,,
rbt38074,625000.0,,4.0,180.0,1.0,1.0,Gas,,0.0,0.0,0.0,,790.0,,residence,2320,hoogstraten,Flanders,Antwerp,house,3472.222222222222,791.1392405063291
rbu66774,281900.0,New,2.0,90.0,,,,,1.0,0.0,1.0,20.0,,,apartment,2300,turnhout,Flanders,Antwerp,apartment,3132.222222222222,
rbu66737,595000.0,,3.0,284.0,1.0,2.0,,,0.0,1.0,1.0,,954.0,,residence,8770,ingelmunster,Flanders,West Flanders,house,2095.0704225352115,623.6897274633124
vbd48154,270000.0,,2.0,76.0,1.0,1.0,Fuel oil,,,1.0,0.0,,748.0,,residence,4130,tilff,Wallonia,Liege,house,3552.6315789473683,360.96256684491976
vbc69533,369000.0,Normal,4.0,304.0,,,Fuel oil,Double glass,0.0,1.0,1.0,39.0,594.0,,residence,4400,flemalle,Wallonia,Liege,house,1213.8157894736842,621.2121212121212
rbu42587,160000.0,,1.0,12.0,,,Gas,Double glass,1.0,,,,,,investment-property,3000,leuven,Flanders,Brabant Flemish,investment property,13333.333333333334,
vbd20028,183000.0,New,0.0,51.0,,,,,,0.0,0.0,,,,studio,4000,liege,Wallonia,Liege,apartment,3588.235294117647,
vbd48604,340000.0,New,1.0,69.0,,,,Double glass,,1.0,1.0,,,,apartment,1300,wavre,Wallonia,Brabant Walloon,apartment,4927.536231884058,
vbd46166,119000.0,Normal,,,,,,,,,,,,,garage,1480,tubize,Wallonia,Brabant Walloon,business,,
vbd36788,226000.0,New,2.0,86.0,,,,,1.0,0.0,1.0,11.0,,,apartment,7090,braine-le-comte,Wallonia,Hainaut,apartment,2627.906976744186,
vbd49352,135000.0,To be renovated,0.0,24.0,,,,Double glass,1.0,0.0,0.0,,,,studio,1200,sint-lambrechts-woluwe,Brussels,Brussels,apartment,5625.0,
rbu66710,594000.0,New,3.0,201.0,1.0,,,,0.0,1.0,1.0,17.0,,,residence,2570,duffel,Flanders,Antwerp,house,2955.223880597015,
rbu65106,325000.0,,2.0,75.0,,,Gas,Double glass,1.0,0.0,1.0,,,,apartment,8620,nieuwpoort,Flanders,West Flanders,apartment,4333.333333333333,
vbc31579,249000.0,,2.0,102.0,,,Gas,Double glass,1.0,0.0,1.0,6.0,,,apartment,4020,liege,Wallonia,Liege,apartment,2441.176470588235,
vbd49105,165000.0,Normal,2.0,55.0,,,Gas,Double glass,1.0,0.0,0.0,,,0.0,apartment,4500,huy,Wallonia,Namur,apartment,3000.0,
rbu58850,149500.0,,,,,,,,,,,,502.0,,land,3550,heusden-zolder,Flanders,Limburg,land,,297.80876494023903
rbs94098,258340.0,,2.0,79.0,,,Hot air,,0.0,1.0,1.0,,,,apartment,3630,maasmechelen,Flanders,Limburg,apartment,3270.1265822784812,
rbu13320,356200.0,,3.0,172.0,1.0,,,,,1.0,0.0,,,,residence,8620,ramskapelle,Flanders,West Flanders,house,2070.9302325581393,
rbu40230,459000.0,New,3.0,169.0,,,Not specified,,0.0,1.0,1.0,7.0,223.0,,residence,2550,kontich,Flanders,Antwerp,house,2715.976331360947,2058.2959641255607
rbk12271,55000.0,,,,,,,,,,,,1381.0,,development-site,6997,erezee,Wallonia,Luxembourg,land,,39.826212889210716
rbu64404,299900.0,Normal,2.0,,1.0,,,,,1.0,1.0,,178.0,,residence,2030,antwerp,Flanders,Antwerp,house,,1684.8314606741574
vbd29753,202000.0,New,1.0,57.0,,,,Double glass,1.0,0.0,1.0,9.0,,0.0,apartment,1490,court-saint-etienne,Wallonia,Brabant Walloon,apartment,3543.8596491228072,
vbd36910,399000.0,New,1.0,85.0,1.0,,Hot air,,1.0,1.0,1.0,,,0.0,penthouse,1420,braine-l-alleud,Wallonia,Brabant Walloon,apartment,4694.117647058823,
vbd36991,251000.0,New,2.0,86.0,,,,,1.0,0.0,1.0,8.0,,,apartment,1480,tubize,Wallonia,Brabant Walloon,apartment,2918.6046511627906,
vbd48237,695000.0,Normal,3.0,193.0,1.0,2.0,Fuel oil,,0.0,1.0,1.0,60.0,1243.0,1.0,residence,6700,arlon,Wallonia,Luxembourg,house,3601.036269430052,559.1311343523732
vbd48462,285000.0,Excellent,4.0,151.0,,,Gas,,0.0,1.0,1.0,18.0,250.0,0.0,residence,4100,seraing,Wallonia,Liege,house,1887.4172185430464,1140.0
rbu66333,329000.0,,3.0,165.0,1.0,,Fuel oil,Double glass,0.0,1.0,1.0,,1071.0,,residence,3200,aarschot,Flanders,Brabant Flemish,house,1993.939393939394,307.18954248366015
rbu51293,449000.0,,2.0,110.0,1.0,,,,,0.0,1.0,63.0,,,apartment,8210,zedelgem,Flanders,West Flanders,apartment,4081.818181818182,
vbd42023,,,1.0,57.0,,,,,,,1.0,,,,apartment,5000,namur,Wallonia,Namur,apartment,,
vbd18918,260000.0,New,1.0,58.0,,,Gas,,1.0,0.0,1.0,4.0,,,apartment,1428,lillois-witterzee,Wallonia,Brabant Walloon,apartment,4482.758620689655,
vbd47434,229000.0,Normal,2.0,79.0,1.0,,Electricity,Double glass,1.0,0.0,1.0,4.0,,0.0,apartment,4100,boncelles,Wallonia,Liege,apartment,2898.73417721519,
rbu66741,770000.0,,3.0,,1.0,,,,0.0,1.0,1.0,,302.0,,residence,1850,grimbergen,Flanders,Brabant Flemish,house,,2549.6688741721855
vbd29954,125000.0,,,,,,,,,,,,1368.0,,land,6960,harre,Wallonia,Luxembourg,land,,91.37426900584795
rbr81296,170000.0,,,,,,,,,,,,689.0,,land,3500,hasselt,Flanders,Limburg,land,,246.7343976777939
vbd43535,249471.0,New,2.0,78.0,1.0,,Gas,Double glass,1.0,0.0,1.0,9.0,,,apartment,5002,saint-servais,Wallonia,Namur,apartment,3198.346153846154,
rbu64348,325000.0,Normal,4.0,158.0,1.0,1.0,Gas,Simple glass,0.0,0.0,1.0,,224.0,,residence,9220,hamme,Flanders,East Flanders,house,2056.9620253164558,1450.892857142857
rbu65893,265000.0,To be renovated,2.0,146.0,1.0,2.0,Gas,,0.0,0.0,1.0,29.0,140.0,,residence,9400,ninove,Flanders,East Flanders,house,1815.0684931506848,1892.857142857143
vbc94918,429000.0,New,3.0,196.0,1.0,1.0,Not specified,,0.0,1.0,1.0,,436.0,,residence,5020,temploux,Wallonia,Namur,house,2188.7755102040815,983.9449541284404
vbd39033,170000.0,,2.0,96.0,,,,,0.0,0.0,0.0,,60.0,,residence,6810,chiny,Wallonia,Luxembourg,house,1770.8333333333333,2833.3333333333335
rbu32492,341000.0,New,2.0,112.0,,,,,1.0,1.0,1.0,26.0,,,ground-floor,2430,vorst,Flanders,Antwerp,apartment,3044.6428571428573,
rbu62676,179000.0,Normal,2.0,73.0,,,Gas,,1.0,0.0,1.0,,,,apartment,9230,wetteren,Flanders,East Flanders,apartment,2452.054794520548,
rbu57672,297000.0,New,2.0,105.0,,,,,1.0,0.0,1.0,13.0,,,apartment,2360,oud-turnhout,Flanders,Antwerp,apartment,2828.5714285714284,
rak54121,493000.0,New,2.0,121.0,1.0,,,,1.0,1.0,1.0,35.0,,,penthouse,3500,hasselt,Flanders,Limburg,apartment,4074.380165289256,
vbd24540,,New,2.0,87.0,,,Gas,Double glass,1.0,0.0,1.0,8.0,,0.0,apartment,5000,namur,Wallonia,Namur,apartment,,
vbc56232,245000.0,New,1.0,67.0,,,Gas,,1.0,0.0,1.0,12.0,,0.0,apartment,5100,jambes,Wallonia,Namur,apartment,3656.716417910448,
vbd35020,265000.0,New,1.0,67.0,1.0,,,,1.0,1.0,1.0,9.0,,0.0,apartment,1490,court-saint-etienne,Wallonia,Brabant Walloon,apartment,3955.223880597015,
rbu58267,369000.0,,3.0,225.0,,,Electricity,,0.0,1.0,1.0,,300.0,,residence,2490,balen,Flanders,Antwerp,house,1640.0,1230.0
vbd47552,410000.0,New,2.0,97.0,1.0,1.0,,Double glass,1.0,1.0,1.0,13.0,,0.0,apartment,1140,evere,Brussels,Brussels,apartment,4226.80412371134,
rbu51071,564000.0,,,,,,,,,,,,,,industrial-building,3680,maaseik,Flanders,Limburg,business,,
vbd47375,2450000.0,To be renovated,4.0,390.0,1.0,1.0,,Double glass,1.0,1.0,1.0,,,0.0,residence,1050,elsene,Brussels,Brussels,house,6282.051282051282,
rbu65802,750000.0,To be renovated,4.0,1500.0,1.0,20.0,Not specified,,0.0,1.0,1.0,,10000.0,0.0,cottage,8900,ieper,Flanders,West Flanders,house,500.0,75.0
vbc35865,290000.0,Normal,7.0,,1.0,,,Double glass,,1.0,,,1146.0,,investment-property,6662,tavigny,Wallonia,Luxembourg,investment property,,253.05410122164048
vbd44705,259900.0,Normal,2.0,74.0,1.0,,Gas,,0.0,0.0,1.0,,,,apartment,4000,liege,Wallonia,Liege,apartment,3512.162162162162,
rbu30917,252500.0,,1.0,72.0,,,,,0.0,0.0,1.0,14.0,,,apartment,3582,koersel,Flanders,Limburg,apartment,3506.9444444444443,
vbd48731,655000.0,New,3.0,127.0,1.0,1.0,,,1.0,0.0,1.0,8.0,,0.0,apartment,1160,oudergem,Brussels,Brussels,apartment,5157.48031496063,
rbu66612,449000.0,New,3.0,186.0,1.0,1.0,,Double glass,0.0,1.0,1.0,,318.0,0.0,residence,1570,galmaarden,Flanders,Brabant Flemish,house,2413.978494623656,1411.9496855345913
rbu60578,369500.0,New,3.0,130.0,,,,,,1.0,0.0,,234.0,,residence,8020,waardamme,Flanders,West Flanders,house,2842.3076923076924,1579.059829059829
vbd20656,310000.0,To be renovated,5.0,216.0,1.0,1.0,Fuel oil,,0.0,1.0,1.0,73.0,1521.0,,residence,5150,floreffe,Wallonia,Namur,house,1435.1851851851852,203.81328073635765
rbu36029,207000.0,New,1.0,65.0,1.0,,Not specified,,1.0,0.0,1.0,6.0,,,apartment,2300,turnhout,Flanders,Antwerp,apartment,3184.6153846153848,
vbd47261,459000.0,Excellent,4.0,135.0,,,Gas,Double glass,0.0,1.0,1.0,,80.0,,residence,1190,vorst,Brussels,Brussels,house,3400.0,5737.5
rbu09922,310000.0,,2.0,143.0,1.0,,Gas,,1.0,0.0,1.0,20.0,,,apartment,2490,balen,Flanders,Antwerp,apartment,2167.8321678321677,
vbd30462,360000.0,To renovate,,,,,,,,,,,,,commercial-building,6220,lambusart,Wallonia,Hainaut,business,,
vbd39777,135000.0,To be renovated,2.0,90.0,1.0,,Gas,Double glass,,1.0,1.0,15.0,1320.0,,residence,6997,amonines,Wallonia,Luxembourg,house,1500.0,102.27272727272727
vbd01930,269500.0,New,2.0,85.0,,,Gas,,1.0,0.0,1.0,45.0,,,apartment,6230,pont-a-celles,Wallonia,Hainaut,apartment,3170.5882352941176,
